"hrgcode","hrg","trim.el","trim.nel","nelshortst","perc.nelshortst","tariff.op","tariff.dcel","tariff.dc","tariff.el","tariff.nel","tariff.overtrim","tariff.nelshortst"
"CA28Z","Intermediate Sinus Procedures",5,5,"No","-",0,1493,0,0,1493,241,0
"CA29Z","Minor Sinus Procedures",5,5,"No","-",126,1317,0,0,1317,241,0
"CA30A","Radical or Revisional, Mastoid Procedures, 19 years and over",5,5,"No","-",0,2745,0,0,2745,241,0
"CA30B","Radical or Revisional, Mastoid Procedures, 18 years and under",5,5,"No","-",0,2829,0,0,2829,418,0
"CA31Z","Simple or Cortical, Mastoid Procedures",5,5,"No","-",0,2783,0,0,2783,241,0
"CA32A","Tympanoplasty, 19 years and over",5,5,"No","-",0,0,1842,1664,1780,241,0
"CA32B","Tympanoplasty, 18 years and under",5,5,"No","-",0,1780,0,0,1780,418,0
"CA33Z","Pinnaplasty",5,5,"No","-",0,1622,0,0,1622,241,0
"CA34A","Excision or Biopsy, of Lesion of External Ear, 19 years and over",5,5,"No","-",121,535,0,0,535,241,0
"CA34B","Excision or Biopsy, of Lesion of External Ear, 18 years and under",5,5,"No","-",89,855,0,0,872,418,0
"CA35A","Insertion of Grommets, 19 years and over",5,5,"No","-",94,648,0,0,648,241,0
"CA35B","Insertion of Grommets, between 2 and 18 years",5,5,"No","-",0,675,0,0,791,418,0
"CA35C","Insertion of Grommets, 1 year and under",5,5,"No","-",0,676,0,0,791,418,0
"CA36A","Clearance of External Auditory Canal, 19 years and over",5,5,"No","-",85,525,0,0,525,241,0
"CA36B","Clearance of External Auditory Canal, 18 years and under",5,5,"No","-",90,603,0,0,603,418,0
"CA37A","Audiometry or Hearing Assessment, 19 years and over",5,5,"No","-",62,369,0,0,369,241,0
"CA37B","Audiometry or Hearing Assessment, between 5 and 18 years",5,5,"No","-",61,468,0,0,468,418,0
"CA37C","Audiometry or Hearing Assessment, 4 years and under",5,5,"No","-",61,468,0,0,468,418,0
"CA38A","Evoked Potential Recording, 19 years and over",5,15,"No","-",135,541,0,0,562,241,0
"CA38B","Evoked Potential Recording, 18 years and under",5,5,"No","-",89,845,0,0,1026,418,0
"CA39Z","Fixture for Bone Anchored Hearing Aids",5,32,"No","-",0,3437,0,0,3437,241,0
"CA40Z","Fitting of Bone Anchored Hearing Aids",5,5,"No","-",295,295,0,0,295,241,0
"CA41Z","Bilateral Cochlear Implants",5,5,"No","-",0,37707,0,0,37707,241,0
"CA42Z","Unilateral Cochlear Implant",5,5,"No","-",0,22800,0,0,22800,241,0
"CA43Z","Balance Assessment",5,5,"No","-",95,378,0,0,378,241,0
"CA50Z","Complex Ear Procedures",5,16,"No","-",0,2956,0,0,5607,241,0
"CA51A","Very Major Ear Procedures, 19 years and over",5,5,"No","-",0,2425,0,0,2425,241,0
"CA51B","Very Major Ear Procedures, 18 years and under",5,17,"No","-",0,2663,0,0,5110,418,0
"CA52A","Major Ear Procedures, 19 years and over",5,25,"No","-",0,1396,0,0,2106,241,0
"CA52B","Major Ear Procedures, 18 years and under",5,15,"No","-",0,1512,0,0,2419,418,0
"CA53A","Intermediate Ear Procedures, 19 years and over",5,5,"No","-",91,982,0,0,982,241,0
"CA53B","Intermediate Ear Procedures, 18 years and under",5,5,"No","-",164,1085,0,0,1085,418,0
"CA54A","Minor Ear Procedures, 19 years and over",5,5,"No","-",91,680,0,0,680,241,0
"CA54B","Minor Ear Procedures, 18 years and under",5,5,"No","-",82,734,0,0,774,418,0
"CA55A","Minimal Ear Procedures, 19 years and over",5,5,"No","-",90,651,0,0,651,241,0
"CA55B","Minimal Ear Procedures, 18 years and under",5,5,"No","-",110,657,0,0,657,418,0
"CA60A","Tonsillectomy, 19 years and over",5,9,"No","-",0,0,1084,977,1658,241,0
"CA60B","Tonsillectomy, 18 years and under",5,6,"No","-",0,0,1094,988,1947,418,0
"CA61Z","Adenotonsillectomy",5,11,"No","-",0,0,1195,1078,2385,241,0
"CA62Z","Adenoidectomy",5,5,"No","-",0,922,0,0,922,241,0
"CA63Z","Tracheostomy",5,56,"No","-",0,2415,0,0,3344,241,0
"CA64Z","Uvulopalatoplasty or Uvulopalatopharyngoplasty",5,38,"No","-",0,1115,0,0,1115,241,0
"CA65Z","Frenotomy or Frenectomy",5,5,"No","-",115,541,0,0,555,241,0
"CA66A","Excision or Biopsy, of Lesion of Mouth, 19 years and over",5,5,"No","-",142,421,0,0,491,241,0
"CA66B","Excision or Biopsy, of Lesion of Mouth, 18 years and under",5,5,"No","-",140,618,0,0,1143,418,0
"CA67A","Complex Therapeutic Endoscopic, Larynx or Pharynx Procedures, with CC Score 2+",5,73,"No","-",0,1385,0,0,7485,241,0
"CA67B","Complex Therapeutic Endoscopic, Larynx or Pharynx Procedures, with CC Score 0-1",5,9,"No","-",0,1185,0,0,1975,241,0
"CA68A","Therapeutic Endoscopic, Larynx or Pharynx Procedures, 19 years and over",5,16,"No","-",91,1064,0,0,2515,241,0
"CA68B","Therapeutic Endoscopic, Larynx or Pharynx Procedures, 18 years and under",5,21,"No","-",256,1302,0,0,4798,418,0
"CA69A","Diagnostic, Laryngoscopy or Pharyngoscopy, 19 years and over",5,5,"No","-",140,809,0,0,809,241,0
"CA69B","Diagnostic, Laryngoscopy or Pharyngoscopy, between 2 and 18 years",5,5,"No","-",168,924,0,0,1078,418,0
"CA69C","Diagnostic, Laryngoscopy or Pharyngoscopy, 1 year and under",5,5,"No","-",210,1032,0,0,1886,418,0
"CA70Z","Diagnostic Examination of Upper Respiratory Tract and Upper Gastrointestinal Tract",5,5,"No","-",0,961,0,0,1185,241,0
"CA71A","Diagnostic Nasopharyngoscopy, 19 years and over",5,5,"No","-",137,685,0,0,685,241,0
"CA71B","Diagnostic Nasopharyngoscopy, 18 years and under",5,5,"No","-",165,711,0,0,711,418,0
"CA80A","Very Complex, Mouth or Throat Procedures, with CC Score 5+",64,105,"No","-",0,15771,0,0,23273,241,0
"CA80B","Very Complex, Mouth or Throat Procedures, with CC Score 2-4",37,73,"No","-",0,11028,0,0,14352,241,0
"CA80C","Very Complex, Mouth or Throat Procedures, with CC Score 0-1",34,76,"No","-",0,8046,0,0,12184,241,0
"CA81A","Complex, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",20,63,"No","-",0,4112,0,0,6643,241,0
"CA81B","Complex, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",5,19,"No","-",0,2342,0,0,2998,241,0
"CA81C","Complex, Mouth or Throat Procedures, between 2 and 18 years",5,80,"No","-",0,3536,0,0,8059,418,0
"CA81D","Complex, Mouth or Throat Procedures, 1 year and under",6,78,"No","-",0,4125,0,0,8209,418,0
"CA82A","Very Major, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",5,49,"No","-",0,1907,0,0,5372,241,0
"CA82B","Very Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",5,12,"No","-",0,1729,0,0,2564,241,0
"CA82C","Very Major, Mouth or Throat Procedures, between 2 and 18 years",5,12,"No","-",0,2976,0,0,3140,418,0
"CA82D","Very Major, Mouth or Throat Procedures, 1 year and under",5,49,"No","-",0,3640,0,0,3143,418,0
"CA83A","Major, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",5,16,"No","-",0,1701,0,0,2552,241,0
"CA83B","Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",5,5,"No","-",0,1457,0,0,1510,241,0
"CA83C","Major, Mouth or Throat Procedures, 18 years and under",5,5,"No","-",0,1494,0,0,1634,418,0
"CA84A","Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",5,17,"No","-",0,1095,0,0,2488,241,0
"CA84B","Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",5,6,"No","-",150,736,0,0,1207,241,0
"CA84C","Intermediate, Mouth or Throat Procedures, 18 years and under",5,6,"No","-",156,1144,0,0,1634,418,0
"CA85A","Minor, Mouth or Throat Procedures, 19 years and over",5,5,"No","-",122,624,0,0,711,241,0
"CA85B","Minor, Mouth or Throat Procedures, between 2 and 18 years",5,5,"No","-",158,717,0,0,722,418,0
"CA85C","Minor, Mouth or Throat Procedures, 1 year and under",5,5,"No","-",0,789,0,0,812,418,0
"CA86A","Minimal, Mouth or Throat Procedures, 19 years and over",5,5,"No","-",103,548,0,0,624,241,0
"CA86B","Minimal, Mouth or Throat Procedures, between 2 and 18 years",5,5,"No","-",126,717,0,0,722,418,0
"CA86C","Minimal, Mouth or Throat Procedures, 1 year and under",5,5,"No","-",0,789,0,0,812,418,0
"CA90Z","Very Complex Maxillofacial Procedures",46,131,"No","-",0,15651,0,0,17411,241,0
"CA91A","Complex Maxillofacial Procedures with CC Score 1+",16,36,"No","-",0,8073,0,0,13025,241,0
"CA91B","Complex Maxillofacial Procedures with CC Score 0",5,5,"No","-",0,4546,0,0,4546,241,0
"CA92A","Very Major Maxillofacial Procedures with CC Score 1+",11,21,"No","-",0,5706,0,0,6639,241,0
"CA92B","Very Major Maxillofacial Procedures with CC Score 0",5,13,"No","-",0,4108,0,0,3601,241,0
"CA93A","Major Maxillofacial Procedures, 19 years and over, with CC Score 1+",5,7,"No","-",0,2897,0,0,3432,241,0
"CA93B","Major Maxillofacial Procedures, 19 years and over, with CC Score 0",5,6,"No","-",0,2791,0,0,2765,241,0
"CA93C","Major Maxillofacial Procedures, 18 years and under",5,6,"No","-",0,2906,0,0,3203,418,0
"CA94Z","Intermediate Maxillofacial Procedures",5,12,"No","-",0,1894,0,0,2806,241,0
"CA95Z","Minor Maxillofacial Procedures",5,5,"No","-",161,887,0,0,887,241,0
"CA96Z","Reduction or Fixation, of Jaw",5,5,"No","-",0,1991,0,0,2347,241,0
"CA97Z","Reduction or Fixation, of Cheekbone",5,5,"No","-",0,1577,0,0,1771,241,0
"CA98Z","Reduction of Fracture of Nasal Bone",5,5,"No","-",112,558,0,0,617,241,0
"CB01A","Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 9+",81,75,"Yes","30%",0,9663,0,0,10313,241,3094
"CB01B","Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 5-8",28,45,"Yes","30%",0,5083,0,0,6722,241,2017
"CB01C","Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 0-4",12,29,"Yes","30%",0,3186,0,0,4573,241,1372
"CB01D","Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 9+",40,45,"Yes","30%",0,3487,0,0,5451,241,1635
"CB01E","Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5-8",14,25,"Yes","30%",0,1747,0,0,3090,241,927
"CB01F","Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0-4",11,14,"Yes","30%",0,1138,0,0,2137,241,641
"CB02A","Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 5+",16,31,"Yes","30%",0,3142,0,0,3337,241,1001
"CB02B","Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 1-4",6,7,"Yes","50%",0,1692,0,0,1692,241,846
"CB02C","Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 0",6,5,"Yes","50%",0,1514,0,0,1514,241,757
"CB02D","Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5+",5,10,"Yes","50%",0,730,0,0,1340,241,670
"CB02E","Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 1-4",5,5,"No","-",0,386,0,0,478,241,0
"CB02F","Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0",5,5,"No","-",0,341,0,0,405,241,0
"CD01A","Major Dental Procedures, 19 years and over",5,5,"No","-",110,664,0,0,1207,241,0
"CD01B","Major Dental Procedures, 18 years and under",5,5,"No","-",169,958,0,0,1207,418,0
"CD02A","Intermediate Dental Procedures, 19 years and over",5,5,"No","-",119,664,0,0,664,241,0
"CD02B","Intermediate Dental Procedures, 18 years and under",5,5,"No","-",109,933,0,0,873,418,0
"CD03A","Minor Dental Procedures, 19 years and over",5,5,"No","-",130,265,0,0,368,241,0
"CD03B","Minor Dental Procedures, 18 years and under",5,5,"No","-",110,344,0,0,579,418,0
"CD04A","Major Surgical Removal of Tooth, 19 years and over",5,5,"No","-",123,577,0,0,1431,241,0
"CD04B","Major Surgical Removal of Tooth, 18 years and under",5,5,"No","-",139,914,0,0,1431,418,0
"CD05A","Surgical Removal of Tooth, 19 years and over",5,5,"No","-",118,516,0,0,760,241,0
"CD05B","Surgical Removal of Tooth, 18 years and under",5,5,"No","-",131,516,0,0,760,418,0
"CD06A","Extraction of Multiple Teeth, 19 years and over",5,5,"No","-",122,620,0,0,836,241,0
"CD06B","Extraction of Multiple Teeth, 18 years and under",5,5,"No","-",208,628,0,0,836,418,0
"CD07A","Minor Extraction of Tooth, 19 years and over",5,5,"No","-",113,284,0,0,547,241,0
"CD07B","Minor Extraction of Tooth, 18 years and under",5,5,"No","-",149,396,0,0,661,418,0
"CD08Z","Minor Dental Biopsy",5,5,"No","-",147,273,0,0,294,241,0
"CD09A","Minor Dental Restoration Procedures, 19 years and over",5,5,"No","-",134,383,0,0,523,241,0
"CD09B","Minor Dental Restoration Procedures, 18 years and under",5,5,"No","-",152,447,0,0,573,418,0
"CD10A","Creation of Dental Impression, 19 years and over",5,5,"No","-",126,288,0,0,288,241,0
"CD10B","Creation of Dental Impression, 18 years and under",5,5,"No","-",113,315,0,0,315,418,0
"CD11A","Dental Fitting or Insertion Procedures, 19 years and over",5,5,"No","-",120,526,0,0,315,241,0
"CD11B","Dental Fitting or Insertion Procedures, 18 years and under",5,5,"No","-",104,544,0,0,383,418,0
"CD12A","Adjustment of Dental Device, 19 years and over",5,5,"No","-",101,503,0,0,503,241,0
"CD12B","Adjustment of Dental Device, 18 years and under",5,5,"No","-",101,503,0,0,503,418,0
"DZ02H","Complex Thoracic Procedures, 19 years and over, with CC Score 6+",24,56,"No","-",0,8022,0,0,9613,208,0
"DZ02J","Complex Thoracic Procedures, 19 years and over, with CC Score 3-5",14,29,"No","-",0,5931,0,0,6709,208,0
"DZ02K","Complex Thoracic Procedures, 19 years and over, with CC Score 0-2",13,13,"No","-",0,5393,0,0,5393,208,0
"DZ02L","Complex Thoracic Procedures, between 2 and 18 years",11,23,"No","-",0,4393,0,0,6108,354,0
"DZ02M","Complex Thoracic Procedures, 1 year and under",12,49,"No","-",0,5074,0,0,6992,354,0
"DZ09J","Pulmonary Embolus with Interventions, with CC Score 9+",78,57,"Yes","30%",0,4359,0,0,6645,208,1993
"DZ09K","Pulmonary Embolus with Interventions, with CC Score 0-8",30,29,"Yes","30%",0,3724,0,0,4359,208,1308
"DZ09L","Pulmonary Embolus without Interventions, with CC Score 12+",67,50,"Yes","30%",0,3400,0,0,4929,208,1479
"DZ09M","Pulmonary Embolus without Interventions, with CC Score 9-11",23,29,"Yes","30%",0,2790,0,0,3547,208,1064
"DZ09N","Pulmonary Embolus without Interventions, with CC Score 6-8",13,21,"Yes","30%",0,1610,0,0,2619,208,786
"DZ09P","Pulmonary Embolus without Interventions, with CC Score 3-5",5,16,"No","-",0,841,0,0,1627,208,0
"DZ09Q","Pulmonary Embolus without Interventions, with CC Score 0-2",5,10,"No","-",0,426,0,0,1030,208,0
"DZ10H","Lung Abscess-Empyema with Interventions, with CC Score 9+",67,67,"Yes","30%",0,8042,0,0,8042,208,2413
"DZ10J","Lung Abscess-Empyema with Interventions, with CC Score 5-8",38,38,"Yes","30%",0,5228,0,0,5228,208,1569
"DZ10K","Lung Abscess-Empyema with Interventions, with CC Score 0-4",19,26,"Yes","30%",0,3215,0,0,3690,208,1107
"DZ10L","Lung Abscess-Empyema without Interventions, with CC Score 9+",159,48,"Yes","30%",0,7410,0,0,7410,208,2223
"DZ10M","Lung Abscess-Empyema without Interventions, with CC Score 5-8",5,30,"Yes","30%",0,523,0,0,3191,208,957
"DZ10N","Lung Abscess-Empyema without Interventions, with CC Score 0-4",5,20,"Yes","30%",0,392,0,0,2271,208,681
"DZ11K","Lobar, Atypical or Viral Pneumonia, with Multiple Interventions, with CC Score 14+",125,92,"Yes","30%",0,7846,0,0,7846,208,2354
"DZ11L","Lobar, Atypical or Viral Pneumonia, with Multiple Interventions, with CC Score 9-13",75,61,"Yes","30%",0,6457,0,0,6457,208,1937
"DZ11M","Lobar, Atypical or Viral Pneumonia, with Multiple Interventions, with CC Score 0-8",41,41,"Yes","30%",0,4530,0,0,4530,208,1359
"DZ11N","Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 13+",64,64,"Yes","30%",0,6807,0,0,6807,208,2042
"DZ11P","Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 8-12",40,40,"Yes","30%",0,4426,0,0,4426,208,1328
"DZ11Q","Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 0-7",26,28,"Yes","30%",0,3487,0,0,3487,208,1046
"DZ11R","Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 14+",59,59,"Yes","30%",0,5494,0,0,5494,208,1648
"DZ11S","Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 10-13",35,35,"Yes","30%",0,3797,0,0,3797,208,1139
"DZ11T","Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9",31,26,"Yes","30%",0,2637,0,0,2805,208,841
"DZ11U","Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6",17,17,"Yes","30%",0,2154,0,0,2154,208,646
"DZ11V","Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3",13,11,"No","-",0,697,0,0,1482,208,0
"DZ12C","Bronchiectasis with CC Score 8+",35,36,"Yes","30%",0,1918,0,0,4136,208,1241
"DZ12D","Bronchiectasis with CC Score 5-7",25,26,"Yes","30%",0,1743,0,0,2774,208,832
"DZ12E","Bronchiectasis with CC Score 2-4",15,22,"Yes","30%",0,1482,0,0,2335,208,701
"DZ12F","Bronchiectasis with CC Score 0-1",5,18,"Yes","50%",0,872,0,0,1638,208,819
"DZ14F","Pulmonary, Pleural or Other Tuberculosis, with Interventions",25,36,"Yes","30%",0,3051,0,0,5040,208,1512
"DZ14G","Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 7+",27,39,"Yes","30%",0,1743,0,0,4123,208,1237
"DZ14H","Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 3-6",18,26,"Yes","30%",0,1569,0,0,3223,208,967
"DZ14J","Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 0-2",5,19,"Yes","30%",0,1220,0,0,2423,208,727
"DZ15M","Asthma with Interventions",18,28,"Yes","30%",0,2092,0,0,2724,208,817
"DZ15N","Asthma without Interventions, with CC Score 9+",38,26,"Yes","30%",0,1569,0,0,2778,208,833
"DZ15P","Asthma without Interventions, with CC Score 6-8",25,17,"Yes","30%",0,1395,0,0,1964,208,589
"DZ15Q","Asthma without Interventions, with CC Score 3-5",5,11,"No","-",0,872,0,0,1308,208,0
"DZ15R","Asthma without Interventions, with CC Score 0-2",5,8,"No","-",0,436,0,0,1046,208,0
"DZ16H","Pleural Effusion with Multiple Interventions, with CC Score 11+",57,63,"No","-",0,3905,0,0,7656,208,0
"DZ16J","Pleural Effusion with Multiple Interventions, with CC Score 6-10",24,36,"No","-",0,3417,0,0,4579,208,0
"DZ16K","Pleural Effusion with Multiple Interventions, with CC Score 0-5",13,23,"No","-",0,2929,0,0,3109,208,0
"DZ16L","Pleural Effusion with Single Intervention, with CC Score 11+",27,44,"No","-",0,3051,0,0,5125,208,0
"DZ16M","Pleural Effusion with Single Intervention, with CC Score 6-10",18,25,"No","-",0,2615,0,0,3158,208,0
"DZ16N","Pleural Effusion with Single Intervention, with CC Score 0-5",12,16,"No","-",0,2441,0,0,674,208,0
"DZ16P","Pleural Effusion without Interventions, with CC Score 11+",18,42,"No","-",0,2179,0,0,3872,208,0
"DZ16Q","Pleural Effusion without Interventions, with CC Score 6-10",5,20,"No","-",0,1308,0,0,2338,208,0
"DZ16R","Pleural Effusion without Interventions, with CC Score 0-5",5,10,"No","-",0,523,0,0,1357,208,0
"DZ17L","Respiratory Neoplasms with Multiple Interventions, with CC Score 10+",56,56,"Yes","30%",0,7881,0,0,7881,208,2364
"DZ17M","Respiratory Neoplasms with Multiple Interventions, with CC Score 6-9",42,42,"Yes","30%",0,5328,0,0,5328,208,1598
"DZ17N","Respiratory Neoplasms with Multiple Interventions, with CC Score 0-5",24,24,"Yes","30%",0,3493,0,0,3493,208,1048
"DZ17P","Respiratory Neoplasms with Single Intervention, with CC Score 10+",44,44,"Yes","30%",0,5754,0,0,5754,208,1726
"DZ17Q","Respiratory Neoplasms with Single Intervention, with CC Score 6-9",31,31,"Yes","30%",0,3962,0,0,3962,208,1189
"DZ17R","Respiratory Neoplasms with Single Intervention, with CC Score 0-5",21,21,"Yes","30%",0,2715,0,0,2715,208,814
"DZ17S","Respiratory Neoplasms without Interventions, with CC Score 13+",54,43,"Yes","30%",0,2615,0,0,4800,208,1440
"DZ17T","Respiratory Neoplasms without Interventions, with CC Score 8-12",15,32,"Yes","30%",0,1743,0,0,3358,208,1007
"DZ17U","Respiratory Neoplasms without Interventions, with CC Score 4-7",5,22,"Yes","30%",0,872,0,0,2435,208,731
"DZ17V","Respiratory Neoplasms without Interventions, with CC Score 0-3",5,13,"Yes","50%",0,654,0,0,1603,208,801
"DZ18D","Sleep Disorders Affecting Breathing, with Interventions, with CC Score 4+",5,31,"Yes","30%",0,910,0,0,4075,208,1222
"DZ18E","Sleep Disorders Affecting Breathing, with Interventions, with CC Score 0-3",5,12,"Yes","50%",0,667,0,0,1534,208,767
